id;link;frage;antwort
971;https://www.hensche.de/Arbeitsrecht-Sonderurlaub-aus-persoenlichen-Gruenden.html;Wie steht es mit der Bezahlung während eines Sonderurlaubs gemäß § 275 Abs.3 BGB? ; Wer aufgrund besonderer persönlicher Umstände im Sinne von § 275 Abs.3 BGB ein oder zwei Tage nicht bei der Arbeit erscheint, kann deshalb vom Arbeitgeber nicht angezählt werden. Da er mit gutem Recht zu Hause bleibt, wäre eine Abmahnung nicht rechtens, geschweige denn eine verhaltensbedingte Kündigung. Mit der Rechtmäßigkeit einer kurzen Auszeit aus persönlichen Gründen ist allerdings noch nicht die Frage beantwortet, ob der Arbeitgeber diesen Sonderurlaub auch bezahlen muss. Denn im Allgemeinen gilt der Grundsatz „ohne Arbeit kein Lohn“, d.h. wer nicht arbeitet, erhält auch kein Geld (§ 326 Abs.1 BGB). An dieser Stelle kommt § 616 BGB ins Spiel. Diese Regelung ist eine Ausnahme vom Grundsatz „ohne Arbeit kein Lohn“ und sichert dem Arbeitnehmer, der berechtigterweise, d.h. auf der Grundlage von § 275 Abs.3 BGB für einige Stunden oder Tage nicht bei der Arbeit erscheint, seinen Anspruch auf Bezahlung. § 616 BGB lautet: „Der zur Dienstleistung Verpflichtete wird des Anspruchs auf die Vergütung nicht dadurch verlustig, dass er für eine verhältnismäßig nicht erhebliche Zeit durch einen in seiner Person liegenden Grund ohne sein Verschulden an der Dienstleistung verhindert wird. Er muss sich jedoch den Betrag anrechnen lassen, welcher ihm für die Zeit der Verhinderung aus einer auf Grund gesetzlicher Verpflichtung bestehenden Kranken- oder Unfallversicherung zukommt.“  
972;https://www.hensche.de/Arbeitsrecht-Sonderurlaub-aus-persoenlichen-Gruenden.html;Was sind persönliche Gründe im Sinne von § 616 BGB? ;" Wie sich aus § 616 Satz BGB ergibt, hängt die Pflicht des Arbeitgebers zur Gehaltsfortzahlung von drei Voraussetzungen ab, nämlich: Der Arbeitnehmer wird durch einen in seiner Person liegenden Grund an der Arbeitsleistung verhindert. Die Arbeitsverhinderung besteht für eine verhältnismäßig nicht erhebliche Zeit. Den Arbeitnehmer trifft an der Arbeitsverhinderung kein Verschulden. Der wichtigste persönliche Verhinderungsgrund war bei Inkrafttreten des BGB am 01.01.1900 die Erkrankung des Arbeitnehmers, doch ist die krankheitsbedingte Arbeitsunfähigkeit schon seit langer Zeit durch ein spezielles Gesetz, das EFZG geregelt. Daher ist der Anwendungsbereich von § 616 BGB heute nicht mehr so groß wie zu Beginn des 20. Jahrhunderts. Übrig bleiben Fälle, in denen der Grund für die Unmöglichkeit oder Unzumutbarkeit der Arbeitsleistung (§ 275 Abs.3 BGB) im Bereich des Arbeitnehmers liegt, d.h. gerade ihn betrifft. Typische Beispiele sind Hochzeiten, Geburten oder Todesfälle in der Familie, aber auch die kurzfristige Erkrankung bzw. Pflegedürftigkeit von Kindern oder von anderen nahen Angehörigen. Eine ""verhältnismäßig nicht erhebliche Zeit"" sind nach der Rechtsprechung einige Stunden, ein oder zwei Tage und höchstens fünf Tage. Außerdem gilt hier die Regel: Wer überzieht bzw. wessen Verhinderung länger ist als die Zeit, die nach § 616 BGB ""nicht erheblich"" ist, hat gar keinen Anspruch. BEISPIEL: Ein Arbeitnehmer ist als Zeuge zu einem Gerichtstermin in einer anderen Stadt geladen und könnte an einem Tag hin- und zurückreisen. Er lässt sich aber lieber Zeit und bleibt zwei Tage weg. Hier entfällt die Pflicht des Arbeitgebers zur Gehaltsfortzahlung für beide Tage, d.h. auch für den Tag, den er eigentlich hätte vergüten müssen.  "
973;https://www.hensche.de/Arbeitsrecht-Sonderurlaub-aus-persoenlichen-Gruenden.html;Gilt § 616 BGB auch bei Verkehrsproblemen? ; Aus den o.g. Voraussetzungen für die Anwendbarkeit von § 616 BGB folgt umgekehrt: Liegt der Grund für die Arbeitsverhinderung nicht im persönlichen Bereich des Arbeitnehmers, gilt § 616 BGB nicht. Das betrifft vor allem Verkehrshindernisse auf dem Weg zur Arbeit infolge von Naturkatastrophen (Schneefall, Starkregen), und/oder wegen des Ausfalls öffentlicher Verkehrsmittel, der wiederum durch das Wetter, technische Pannen oder Streiks bedingt sein kann, und/oder aufgrund von Staus im Straßenverkehr. Fällt die Arbeitsleistung wegen solcher Umstände aus, die die Allgemeinheit betreffen, muss der Arbeitgeber die ausgefallene Arbeit nicht bezahlen, denn der Arbeitsausfall hat mit der Person des Arbeitnehmers nichts zu tun. Daher gilt § 616 BGB in solchen Fällen nicht. Vielmehr gilt hier die Regel, dass der Arbeitnehmer das Wegerisiko trägt, d.h. das Risiko, dass die Arbeitsleistung unmöglich wird, weil man nicht rechtzeitig bei der Arbeit erscheinen kann.  
974;https://www.hensche.de/Arbeitsrecht-Sonderurlaub-aus-persoenlichen-Gruenden.html;Warum sind Arbeits- und Tarifverträge beim Thema Sonderurlaub wichtig? ; Wenn Sie gegen Ende eines Kalenderjahres Ihren Erholungsurlaub bereits verbraucht haben, aber wegen der Hochzeit oder Beerdigung eines nahen Angehörigen einen Tag Sonderurlaub brauchen, können Sie die Arbeitsleistung gemäß § 275 Abs.3 BGB verweigern. Dieses Arbeitnehmerrecht kann vertraglich nicht beschränkt werden. Demgegenüber betrifft § 616 BGB nicht das Recht auf die Auszeit als solche, sondern die Frage, ob diese Auszeit vom Arbeitgeber bezahlt werden muss. Und als Regelung über die Gehaltsfortzahlung während kurzer Auszeiten kann § 616 BGB vertraglich abbedungen werden, d.h. ersatzlos gestrichen, eingeschränkt oder durch andere Regelungen ersetzt werden. So wäre z.B. eine vom Arbeitgeber vorformulierte vertragliche Arbeitsausfallklausel rechtens, die in den Fällen des § 616 BGB jeglichen Vergütungsanspruch des Arbeitnehmers ausschließt. Solche Regelungen sind eher selten. Häufiger finden sich in Arbeitsvertragsklauseln und Tarifverträgen mehr oder weniger genaue Regelungen darüber, unter welchen Umständen Arbeitnehmer einige Tage bezahlten Sonderurlaub beanspruchen können. So enthält z.B. § 29 des Tarifvertrags für den öffentlichen Dienst (TVöD) eine lange Liste von besonderen Umständen, die mit einem bis vier Tagen Sonderurlaub verbunden sind. Weil die gesetzliche Vorschrift des § 616 BGB, die hinter solchen arbeits- oder tarifvertraglichen Regelungen steht, abdingbar ist, haben die Arbeits- bzw. Tarifvertragsparteien hier rechtlich freie Hand. Wenn es um das Thema Sonderurlaub geht, sollte man daher immer zuerst nachsehen, ob es dazu Regelungen im Arbeitsvertrag oder in einem einschlägigen Tarifvertrag gibt.  
975;https://www.hensche.de/Arbeitsrecht-Sonderurlaub-aus-persoenlichen-Gruenden.html;In welchen Fällen können Sie unter Berufung auf § 275 Abs.3 in Verb. mit § 616 BGB bezahlten Sonderurlaub verlangen? ; Wenn Sie in Ihrem Arbeitsvertrag keine speziellen Regelung finden, die § 616 BGB ersetzt, und wenn eine solche Regelung auch in keinem auf Ihr Arbeitsverhältnis anwendbaren Tarifvertrag enthalten ist, können Sie in folgenden Fällen bezahlten Sonderurlaub auf der Grundlage von § 275 Abs.3 BGB und von § 616 BGB verlangen.  
976;https://www.hensche.de/Arbeitsrecht-Sonderurlaub-aus-persoenlichen-Gruenden.html;Gibt es Sonderurlaub für einen Arztbesuch oder eine ambulante Untersuchung? ; Wer infolge einer Erkrankung arbeitsunfähig ist, erhält gemäß § 3 Abs.1 Satz 1 EFZG Entgeltfortzahlung im Krankheitsfall. Aber nicht immer, wenn man zum Arzt wegen einer Blutabnahme geht oder zum Zahnarzt wegen einer Routineuntersuchung oder einer Zahnbehandlung, ist man deshalb arbeitsunfähig. Daher müssen Sie, wenn Sie nicht krank bzw. arbeitsunfähig sind, erst einmal versuchen, Arzt- oder Zahnarztbesuche in Ihre Freizeit zu legen. Ist das aufgrund des ärztlichen Terminkalenders nicht möglich, können Sie der Arbeit gemäß § § 275 Abs.3 BGB in Verb. mit § 616 BGB für die Dauer des Arzt- oder Zahnarztbesuchs fernbleiben, ohne dass der Arbeitgeber deshalb den Lohn kürzen kann.  
977;https://www.hensche.de/Arbeitsrecht-Sonderurlaub-aus-persoenlichen-Gruenden.html;Können Sie Sonderurlaub bei Ihrem Dienstjubiläum verlangen? ; Ein Dienstjubiläum gibt Arbeitnehmern im Allgemeinen, d.h. allein auf der Grundlage von § 616 BGB, keinen Anspruch auf eine bezahlte Freistellung von der Arbeit. Denn die Arbeit ist auch an Jubiläumstagen zumutbar, so dass § 275 Abs.3 BGB hier nicht eingreift. Außerdem gibt es keine betriebsübergreifende allgemeine Regel, der zufolge eine bestimmte „lange“ Dienstzeit (10 Jahre? 20 Jahre? 40 Jahre?) einen Anspruch auf einen Jubiläumstag nach sich zieht. Allerdings können Arbeitsverträge und/oder Tarifverträge eine solche bezahlte Freistellung vorsehen. So haben z.B. Arbeitnehmer im öffentlichen Dienst Anspruch auf einen Tag bezahlten Sonderurlaub beim 25. und beim 40. Arbeitsjubiläum (§ 29 TVöD). Außerdem kann es in Ihrem Betrieb auch eine betriebliche Übung geben, der zufolge Sie bei bestimmten runden Dienstjahren einen Tag zu Hause bleiben können.  
978;https://www.hensche.de/Arbeitsrecht-Sonderurlaub-aus-persoenlichen-Gruenden.html;Müssen Arbeitnehmer für ehrenamtliche Richtertätigkeit freigestellt werden? ; Für die ehrenamtliche Richtertätigkeit gilt dasselbe wie für den Arzt- oder Zahnarztbesuch. In erster Linie müssen Arbeitnehmer, die neben ihrem Beruf ein ehrenamtliches Richteramt z.B. bei einem Arbeitsgericht oder Sozialgericht ausüben, den Versuch unternehmen, eine Überschneidung von Arbeitszeit und Gerichtstermin zu vermeiden. Das hat das Bundesarbeitsgericht (BAG) vor einigen Jahren entschieden (BAG, Urteil vom 22.01.2009, 6 AZR 78/08). Da Gerichtstermine meistens vormittags stattfinden, ist das aber nur selten möglich. Lässt sich ein Zusammentreffen von Arbeitszeit und ehrenamtlicher Richtertätigkeit nicht vermeiden, sind die Ausfallzeiten rechtens (§ 275 Abs.3 BGB) und es besteht ein Anspruch auf Bezahlung (§ 616 BGB).  
979;https://www.hensche.de/Arbeitsrecht-Sonderurlaub-aus-persoenlichen-Gruenden.html;Steht Vätern Sonderurlaub bei der Geburt ihres Kindes zu? ; Arbeitnehmerinnen, die ein Kind bekommen, sind infolge der gesetzlichen Schutzfristen nach dem Mutterschutzgesetz (MuSchG) nicht zur Arbeitsleistung verpflichtet, und sie müssen auch keine Gehaltsverluste befürchten. Anders ist es für den Vater des Kindes, der bei diesem besonderen Ereignis natürlich auch gerne dabei wäre. Er kann ein bis zwei Tage Sonderurlaub auf der Grundlage von § 275 Abs.3 BGB und § 616 BGB verlangen. Dabei spielt es keine Rolle, ob das Kind ein eheliches oder nichteheliches Kind ist, d.h. ob die Ehefrau oder Lebenspartnerin niederkommt. Denn ob sich der stolze Vater darüber freuen kann, dass ihm seine Ehefrau oder seine Lebenspartnerin ein Kind schenkt, macht für die Frage der Zumutbarkeit der Arbeitsleistung im Sinne von § 275 Abs.3 BGB am Tag der Geburt keinen Unterschied.  
980;https://www.hensche.de/Arbeitsrecht-Sonderurlaub-aus-persoenlichen-Gruenden.html;Ein oder zwei Tage Sonderurlaub für die eigene Hochzeit oder die Eingehung einer Lebenspartnerschaft? ; Wer heiraten will, muss höchstpersönlich vor dem Standesamt erscheinen. Arbeitnehmer und Arbeitnehmerinnen können daher für ihren Hochzeitstag bezahlten Sonderurlaub verlangen und sich dabei auf § 275 Abs.3 BGB und § 616 BGB berufen. Wer nicht nur standesamtlich, sondern auch kirchlich heiraten möchte und für die kirchliche Trauung einen weiteren Tag freimachen muss, kann auch an diesem weiteren Tag eine bezahlte Auszeit in Anspruch nehmen. Das hat das BAG in einem älteren Urteil klargestellt, in dem es um einen tariflichen Freistellungsanspruch ging (BAG, Urteil vom 27.04.1983, 4 AZR 506/801). Was für die Eheschließung gilt, gilt auch für die Eingehung einer eingetragenen Lebenspartnerschaft.  
981;https://www.hensche.de/Arbeitsrecht-Sonderurlaub-aus-persoenlichen-Gruenden.html;Gibt es auch bei der Hochzeit oder der goldenen Hochzeit eines nahen Verwandten Sonderurlaub? ; Nicht nur die eigene Hochzeit, sondern auch die Heirat eines nahen Verwandten ist ein ausreichender persönlicher Grund dafür, dass die Arbeit an einem solchen besonderen Tag unzumutbar ist (§ 275 Abs.3 BGB) und man dementsprechend eine Bezahlung eines eintägigen Sonderurlaubs gemäß § 616 BGB verlangen kann. Wenn daher ein Kind oder ein Elternteil heiratet oder eine Lebenspartnerschaft eingeht, muss man für diesen Tag keinen regulären Urlaubstag opfern. Das gilt auch für die goldene Hochzeit der Eltern, wie das BAG einmal entschieden hat. An einem solchen Tag muss man nicht zur Arbeit gehen und hat trotzdem einen Anspruch auf Vergütung (BAG, Urteil vom 25.10.1973, 5 AZR 156/73). Dagegen können Arbeitnehmer keinen freien Tag auf der Grundlage von § 616 BGB verlangen, wenn weiter entfernte Verwandte heiraten, z.B. Kusinen, Cousins bzw. Vettern oder Enkel.  
982;https://www.hensche.de/Arbeitsrecht-Sonderurlaub-aus-persoenlichen-Gruenden.html;Wie steht es mit Zusatzurlaub bei einer Ladung zu einem Gerichtstermin oder bei einem Behördentermin? ; Wenn Sie als Zeuge vor Gericht aussagen müssen oder als Prozesspartei persönlich geladen sind, müssen Sie eine staatsbürgerliche Pflicht erfüllen und haben meistens keinen Einfluss auf die zeitliche Lage des Termins. In solchen Fällen können Sie die Arbeitsleistung für die Dauer des Gerichtstermins (nebst Hin- und Rückfahrt) unter Berufung auf § 275 Abs.3 BGB ablehnen und behalten Ihren Vergütungsanspruch aufgrund von § 616 BGB. Was für gerichtliche Ladungen gilt, gilt im Prinzip auch für unabwendbare persönliche Behördengänge, nur dass man hier im Allgemeinen einen größeren Einfluss auf die zeitliche Lage des Termins hat. Hier gilt dasselbe wie für einen Arztbesuch: Zunächst einmal muss man versuchen, eine Überschneidung von Arbeitszeit und Behördentermin zu vermeiden. Falls das nicht gelingt, hat man einen Anspruch auf Sonderurlaub gemäß § 275 Abs.3 BGB und § 616 BGB.  
983;https://www.hensche.de/Arbeitsrecht-Sonderurlaub-aus-persoenlichen-Gruenden.html;Wie lange kann der Sonderurlaub für die Pflege, Beaufsichtigung oder Betreuung eines erkrankten Kindes dauern? ; Arbeitnehmer mit Kindern haben gemäß § 45 Abs.1 Satz 1 und Abs.2 Satz 1 Fünftes Buch Sozialgesetzbuch (SGB V) Anspruch auf sog. Kinderkrankengeld für maximal zehn Arbeitstage pro Jahr und Kind, wenn sie gemäß einem ärztlichen Attest zur Beaufsichtigung, Betreuung oder Pflege ihres erkrankten Kindes der Arbeit fernbleiben müssen, wenn eine andere in ihrem Haushalt lebende Person das Kind nicht beaufsichtigen, betreuen oder pflegen kann, und wenn das erkrankte Kind noch keine zwölf Jahre alt ist oder behindert und auf Hilfe angewiesen ist. Bei Alleinerziehenden beträgt der Anspruch maximal 20 Arbeitstage pro Kalenderjahr und Kind. Unter diesen gesetzlichen Voraussetzungen des Kinderkrankengeldes besteht ein Freistellungsanspruch gegen den Arbeitgeber. Er ist in § 45 Abs.3 Satz 1 SGB V geregelt. Diese Vorschrift lautet: „Versicherte mit Anspruch auf Krankengeld nach Absatz 1 haben für die Dauer dieses Anspruchs gegen ihren Arbeitgeber Anspruch auf unbezahlte Freistellung von der Arbeitsleistung, soweit nicht aus dem gleichen Grund Anspruch auf bezahlte Freistellung besteht.“ Aus diesen gesetzlichen Regelungen ergeben sich folgende Rechte für Arbeitnehmer und Arbeitnehmerinnen mit Kindern: Arbeitnehmer und Arbeitnehmerinnen, die sich um ein krankes Kind im Alter von unter zwölf Jahren kümmern müssen, können auf der Grundlage von § 45 Abs.3 Satz 1 SGB V vom Arbeitgeber eine maximal zehntätige unbezahlte Auszeit verlangen. Diese zehn Tage überschreiten aber die die höchstens fünf Ausfalltage, für die man eine Bezahlung des Sonderurlaubs aufgrund von § 616 BGB verlangen kann, denn eine Auszeit von mehr als fünf Arbeitstagen wird von der Rechtsprechung nicht mehr als „verhältnismäßig nicht erhebliche Zeit“ (§ 616 Satz 1 BGB) angesehen. Im Ergebnis heißt das: Wer ein bis fünf Arbeitstage zu Hause bleibt, um sein erkranktes Kind zu betreuen, kann auf der Grundlage von § 45 Abs.3 Satz 1 SGB V und § 616 BGB bezahlten Sonderurlaub verlangen und bekommt kein Kinderkrankengeld, weil der Anspruch auf Kinderkrankengeld infolge der Gehaltsfortzahlung durch den Arbeitgeber ruht (§ 49 Abs.1 Nr.1 SGB V). Wer sechs bis zehn Arbeitstage wegen seines kranken Kindes zu Hause bleibt, hat zwar einen gesetzlichen Anspruch auf Freistellung (§ 45 Abs.3 Satz 1 SGB V), kann sich aber nicht auf § 616 Satz 1 BGB berufen und bekommt daher gar keine Gehaltsfortzahlung vom Arbeitgeber, d.h. auch nicht für die ersten fünf Tage. Denn eine so lange Ausfallzeit überschreitet die Grenze der „verhältnismäßig nicht erheblichen Zeit“ im Sinne von § 616 Satz 1 BGB. Stattdessen gibt es für die maximal zehn Tage Kinderkrankengeld von der Krankenkasse (§ 45 Abs.1 Satz 1 SGB V). Ebenso wie im Falle einer sechs- bis zehntägigen Erkrankung des Kindes steht man sich, wenn der Arbeitsvertrag eine Arbeitsausfallklausel enthält, der zufolge der Anspruch aus § 616 BGB generell oder für den Fall der Kindeserkrankung ausgeschlossen ist. Dann gibt es für die gesamte Zeit der Betreuung des erkrankten Kindes, d.h. vom ersten bis zum zehnten Tag Kinderkrankengeld von der Krankenkasse.  
984;https://www.hensche.de/Arbeitsrecht-Sonderurlaub-aus-persoenlichen-Gruenden.html;Besteht ein Anspruch auf Freistellung zur Pflege eines nahen Angehörigen? ; Bei der akuten Pflegebedürftigkeit eines nahen Angehörigen ist die Rechtslage ähnlich wie im Falle eines erkrankten Kindes. Denn nach § 2 Abs.1 Pflegezeitgesetz (PflegeZG) haben Arbeitnehmer „das Recht, bis zu zehn Arbeitstage der Arbeit fernzubleiben, wenn dies erforderlich ist, um für einen pflegebedürftigen nahen Angehörigen in einer akut aufgetretenen Pflegesituation eine bedarfsgerechte Pflege zu organisieren oder eine pflegerische Versorgung in dieser Zeit sicherzustellen.“ Das Recht auf eine Auszeit wegen der akuten Pflegebedürftigkeit eines nahen Angehörigen gibt Arbeitnehmern aber noch keinen Anspruch auf Bezahlung gegen ihren Arbeitgeber, wie § 2 Abs.3 PflegeZG klarstellt. Diese Vorschrift lautet: „Der Arbeitgeber ist zur Fortzahlung der Vergütung nur verpflichtet, soweit sich eine solche Verpflichtung aus anderen gesetzlichen Vorschriften oder auf Grund einer Vereinbarung ergibt. Ein Anspruch der Beschäftigten auf Zahlung von Pflegeunterstützungsgeld richtet sich nach § 44a Absatz 3 des Elften Buches Sozialgesetzbuch.“ Damit ergibt sich eine ähnliche Rechtslage wie bei der Erkrankung eines Kindes und beim Kinderkrankengeld: Wer ein bis fünf Arbeitstage zu Hause bleibt, um den akuten Pflegebedarf seines Angehörigen zu organisieren, kann auf der Grundlage von § 2 Abs.1 PflegeZG und § 616 BGB eine bezahlte Auszeit verlangen und bekommt für diese Zeit kein Pflegeunterstützungsgeld, weil der Gehaltsanspruch gegen den Arbeitgeber vorrangig ist (§ 44a Abs.3 Satz 1 SGB XI). Wer sechs bis zehn Arbeitstage wegen der akuten Pflegebedürftigkeit eines nahen Angehörigen zu Hause bleibt, hat zwar einen gesetzlichen Anspruch auf Freistellung (§ 2 Abs.1 PflegeZG), kann sich aber nicht auf § 616 Satz 1 BGB berufen. Er bekommt gar keine Gehaltsfortzahlung vom Arbeitgeber, auch nicht für die ersten fünf Tage, weil die Ausfallzeit die Grenze einer „verhältnismäßig nicht erheblichen Zeit“ im Sinne von § 616 Satz 1 BGB überschreitet. Statt einer Gehaltsfortzahlung durch den Arbeitgeber gibt es für die maximal zehn Tage Akutpflege das Pflegeunterstützungsgeld (§ 44a Abs.3 Satz 1 SGB XI). Ebenso wie im Falle einer sechs- bis zehntägigen Akutpflege steht man sich, wenn im Arbeitsvertrag eine Arbeitsausfallklausel enthalten ist, die den Anspruch aus § 616 BGB generell oder für den Fall der Akutpflege ausschließt. Dann bekommt man für die gesamte Zeit der Akutpflege Pflegeunterstützungsgeld, d.h. vom ersten bis zum zehnten Tag der Auszeit.  
